Gene Symbols,Fold Change,P-Value
1556238_at,-2.032075826985644,0.005416237498756834
1558048_x_at,2.2133040719072747,0.0027144268867351313
NQO1,2.3586535655578986,0.001970014306349758
MYH11,2.016170439387104,0.026333065786065132
CEACAM5,3.3002038633317077,0.0031512736098589142
ACTG2,2.155676481833462,0.032278575054002404
GPRC5A,2.461002703472947,0.00705258875174505
S100P,3.462183784117235,0.010599668764003095
TFF1,2.1343470456536,0.04255281487507671
CRIP1,2.514455117525922,0.0059677204147115925
PSCA,2.221953673354549,0.024631502519376396
CTSE,2.1972139514034703,0.010065880009456726
NMU,2.4001397586837956,0.013584823116578165
EPHA4,2.0130380583421563,0.002186742346537226
CCL13,2.0779799825766476,0.0012393768036444177
PTK6,2.091666929756435,0.023083565813908198
MIA,2.248195933362765,0.004495636771595971
NR1I2,2.031904702291263,0.001254437964678662
MYH11,2.0609626819792517,0.02439850082056256
AGR2,2.741615539793775,0.03688626555594853
CTNND2,-2.750576099042017,0.0013754682530551056
PNLIPRP1,-2.2193940882078844,0.034991248525063794
ALB,-2.4505429029050876,0.035727209983163116
GPRC5A,2.1344742895045976,0.03528975043787857
ATP2A3,-2.0938187708734364,0.0010202419187600542
KRT20,2.0161812887921484,0.040104025466727096
CLDN18,2.480569352044132,0.018578342174281465
GP2,-2.115191630809856,0.04159441353653838
MUC5AC,2.0116909786164556,0.03356128817025938
KLK1,-2.269726343248236,0.026843490273114657
EPS8L3,2.1993017011718425,0.0012938062477062238
SLC6A14,2.2668495475759265,0.002385367473566484
INSL6,-2.017200538114756,0.0003576575451854537
C19orf33,2.520109029767725,0.023279280224353122
GUCA1C,-2.6740818928986427,0.016981161065099074
BPIFB1,2.08624742661141,0.018675989274456607
EPHA4,2.0633510350387874,0.0016283986244460319
CTA-445C9.15,-2.3104037710981875,0.005518502992483501
SPX,-2.3675947756999287,0.030702151693083216
REG3G,-2.3555225739487526,0.031142814108393594
ADH4,2.2932829534714747,0.007148438321188842
TEX11,-2.6791233762416993,0.01174924679495142
TMED6,-2.489340781492007,0.02864267072017538
SDR16C5,2.0467392710981573,0.006922722870746719
DPCR1,2.007465137339295,0.02468535461567111
SPIRE2,2.071499033635818,0.0001594853978849665
244612_at,2.1678289285974457,0.015794393928580473
COL11A1,2.145177836006513,0.049687122827680424
