Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0002181~cytoplasmic translation	15	34.090909090909086	1.3185185957733085E-23	NM_000987, NM_000978, NM_000982, NM_000993, NM_000971, NM_001035267, NM_001035006, NM_001028, NM_002954, NM_000975, NM_033022, NM_001030, NM_001021, NM_001000, NM_015933	41	88	19157	79.64384700665188	2.5711112617579514E-21	2.5711112617579514E-21	2.5183705179270194E-21
GOTERM_BP_DIRECT	GO:0006412~translation	15	34.090909090909086	9.691985626125558E-18	NM_000987, NM_000978, NM_001001, NM_000982, NM_000993, NM_000971, NM_001035267, NM_001035006, NM_001028, NM_002954, NM_000975, NM_033022, NM_001030, NM_001021, NM_001000	41	223	19157	31.42896204746801	1.889937197094484E-15	9.44968598547242E-16	9.255846272949907E-16
GOTERM_BP_DIRECT	GO:0006364~rRNA processing	7	15.909090909090908	2.5199349235788273E-7	NM_000987, NM_033022, NM_001030, NM_001021, NM_000971, NM_001028, NM_000975	41	128	19157	25.55240091463415	4.913752992252718E-5	1.6379577003262376E-5	1.6043585680118534E-5
GOTERM_BP_DIRECT	GO:0042776~mitochondrial ATP synthesis coupled proton transport	4	9.090909090909092	5.6194086817115386E-6	NM_007100, NR_002162, NM_001003701, NM_001697, NM_001003696	41	17	19157	109.93974175035868	0.001095187615590576	2.739461732334375E-4	2.6832676455172596E-4
GOTERM_BP_DIRECT	GO:0042274~ribosomal small subunit biogenesis	3	6.8181818181818175	8.705700363194267E-4	NM_033022, NM_001021, NM_001028	41	21	19157	66.74912891986062	0.15619604695112999	0.033952231416457646	0.033255775387402105
GOTERM_BP_DIRECT	GO:0042273~ribosomal large subunit biogenesis	3	6.8181818181818175	0.0016654269592506295	NM_000987, NM_000971, NM_000975	41	29	19157	48.33557611438183	0.2774935908670183	0.05412637617564546	0.05301609153614504
GOTERM_BP_DIRECT	GO:0006120~mitochondrial electron transport, NADH to ubiquinone	3	6.8181818181818175	0.004151573909786263	NM_002491, NM_004552, NM_004541	41	46	19157	30.47242841993637	0.555694124819383	0.11565098748690306	0.11327865953845374
GOTERM_BP_DIRECT	GO:0032981~mitochondrial respiratory chain complex I assembly	3	6.8181818181818175	0.00742726057141839	NM_002491, NM_004552, NM_004541	41	62	19157	22.608575924468923	0.7663009498518307	0.18103947642832324	0.17732584614261407
GOTERM_BP_DIRECT	GO:0034101~erythrocyte homeostasis	2	4.545454545454546	0.020689809107467615	NM_033022, NM_001021	41	10	19157	93.44878048780488	0.9830389237292764	0.43574287680665696	0.4268045613849819
GOTERM_BP_DIRECT	GO:1902600~hydrogen ion transmembrane transport	3	6.8181818181818175	0.024410367402914825	NM_014402, NM_006004, NM_001697	41	116	19157	12.083894028595457	0.9919258015766801	0.43574287680665696	0.4268045613849819
GOTERM_BP_DIRECT	GO:0006122~mitochondrial electron transport, ubiquinol to cytochrome c	2	4.545454545454546	0.026814946265025043	NM_014402, NM_006004	41	13	19157	71.88367729831144	0.9950099037409801	0.43574287680665696	0.4268045613849819
GOTERM_BP_DIRECT	GO:1904667~negative regulation of ubiquitin protein ligase activity	2	4.545454545454546	0.026814946265025043	NM_000978, NM_000975	41	13	19157	71.88367729831144	0.9950099037409801	0.43574287680665696	0.4268045613849819
GOTERM_BP_DIRECT	GO:2000059~negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process	2	4.545454545454546	0.03694060006179038	NM_000978, NM_000975	41	18	19157	51.9159891598916	0.9993508433161843	0.5541090009268558	0.5427426624463049
GOTERM_BP_DIRECT	GO:0015986~ATP synthesis coupled proton transport	2	4.545454545454546	0.04096203534883384	NM_001003701, NM_001697, NM_001003696	41	20	19157	46.72439024390244	0.9997129345561978	0.5705426352158999	0.5588391965448045
GOTERM_BP_DIRECT	GO:0000245~spliceosomal complex assembly	2	4.545454545454546	0.05292835585844648	NM_003096, NM_004597	41	26	19157	35.94183864915572	0.9999751885247147	0.6880686261598042	0.6739543979308851
GOTERM_BP_DIRECT	GO:0000387~spliceosomal snRNP assembly	2	4.545454545454546	0.0568846833075751	NM_003096, NM_004597	41	28	19157	33.37456445993032	0.9999890317933013	0.6932820778110715	0.6790609069841778
GOTERM_BP_DIRECT	GO:0050821~protein stabilization	3	6.8181818181818175	0.06417736561455047	NM_000978, NM_005348, NM_000975	41	198	19157	7.079453067257945	0.9999975859776082	0.7361521349904319	0.7210515783752435
GOTERM_BP_DIRECT	GO:0045429~positive regulation of nitric oxide biosynthetic process	2	4.545454545454546	0.09557206315924828	NM_005348, NM_032955, NM_001623	41	48	19157	19.46849593495935	0.9999999968888288	0.9808711745291271	0.9607507401798117
GOTERM_BP_DIRECT	GO:0006413~translational initiation	2	4.545454545454546	0.09557206315924828	NM_001021, NM_001568	41	48	19157	19.46849593495935	0.9999999968888288	0.9808711745291271	0.9607507401798117
